,Body,acode1,acode2,acode3,acode4,acode5,acode6,acode7,acode8,acode9,acode10,pcode1,pcode2,pcode3,pcode4,pcode5,pcode6,pcode7,pcode8,pcode9,pcode10
1262,i think another area of opportunity could be to consider having certain times of each day and maybe certain weeks where meetings should not be scheduled i appreciate that we don t have them on monday mornings to allow for devotion but as we try to focus on responsiveness to operators it would be good if we had time in the mornings and afternoons to respond and to also be able to take time off around the holidays without feeling like you might need to join a meeting,53,,,,,,,,,,53,,,,,,,,,
1263,the culture of consensus is adding to the layers of bureaucracy leaders instructing us to present our recommendations to multiple audiences across the organization before considering a project approved complete wastes time with all the different audiences questioning did you think about this and why didn t you go that direction while it likely helps us from making big mistakes it makes more sense to risk making a few mistakes here and there so we can move at the speed of the business rather than holding projects back with organizational arm chair quarterbacking from our peers we must trust leaders that are put in place to lead projects to fully research and understand their particular area of the business rather than having them share with multiple audiences across the chain for approval if we want to keep up the pace of the business,7,13,70,,,,,,,,70,,,,,,,,,
1264,staying out of the political arena i m all for a diverse work place in many ways and we need it cfa has long been a good ol boys girls of uga club with little diversity of thought or individuals and there has been a lot of improvement in this area in the past few years grateful for that but after last summer constantly talking about race is going to divide us sitting through a white privilege discussion within my department and hearing about how awful white people are isn t my idea of promoting unity either,69,,,,,,,,,,,,,,,,,,,
1265,making everyone feel included in a better way i have spoken to several new hires and people who started in the beginning of the pandemic to the most recent hires feel that they cannot experience the culture of chick fil a and feel disconnected with tms and leaders,2,7,,,,,,,,,2,,,,,,,,,
1266,communication all around stinks when we try to ask questions to gain clarity we either get questions censored and unanswered or told the answer is unknown at this time and we are left to find someone who can give us more clarity or risk spreading potential misinformation,8,12,,,,,,,,,,,,,,,,,,
1267,still need to work on how we make decisions on headcount so much work went into workforce planning and in the th hour the ec makes a arbitrary declaration that the business is asking for too much headcount and decides on a number that makes them feel good,2,,,,,,,,,,2,,,,,,,,,
1268,strategic development alignment across departments,52,,,,,,,,,,52,,,,,,,,,
1269,when i joined cfa i was told the first months would be for on boarding getting to know the company getting to know the department i work in etc within the second week i was already working on a project within a few weeks of that i barely had time to schedule to introduce myself maybe it s just supply chain but it would be nice if there were more clarity around on boarding i know that the discovering chick fil a team is currently revamping the on boarding process so i look forward to a more polished process,12,,,,,,,,,,,,,,,,,,,
1270,identification and mitigation of operator team member risks,53,,,,,,,,,,53,,,,,,,,,
1271,operator model and restaurant growth strategies need to not be exclusively focused on what is good or bad for individual operators our brand and system is suffering because we are not willing to simply build restaurants closer together this can be done in a way that is a win for operators and inc alike but often feels like the sacred cow we are not willing to touch this has the potential to create customer experience capacity thorughput etc issues that could limit our growth or even erode sales and trust in the brand,53,54,,,,,,,,,53,54,,,,,,,,
